name,ratings,location1,location2,est. bill amt.,cuisine1,cuisine2,cuisine3
Forkstruck,,New Alipore,South Kolkata,400 for 2 (approx),Burger,American,Pizza
Ek Din Prati Din,,New Alipore,South Kolkata,300 for 2 (approx),Bengali,Chinese,North Indian
Taste N Aroma,,Tollygunge,South Kolkata,800 for 2 (approx),Chinese,Mughlai,North Indian
Balaram Mullick and Radharaman Mullick Sweets,,New Alipore,South Kolkata,400 for 2 (approx),Desserts,,
Starbucks,,"Fairfield by Marriott,",New Town,700 for 2 (approx),Desserts,Beverages,
Mood Box,,Park Circus,South Kolkata,"1,600 for 2 (approx)",Continental,Italian,North Eastern
Mucktoo,,Uttarpara,Howrah,500 for 2 (approx),Chinese,Asian,
Binge Bae-Fi-Kar,,Prince Anwar Shah Road,South Kolkata,600 for 2 (approx),Health Food,Fast Food,Italian
Kava-Fairfield By Marriott Hotel Kolkata,,New Town,24 Parganas North,"3,200 for 2 (approx)",North Indian,Chinese,Continental
Mama Mia! - Italian Ice Creams & Cakes,,Uttarpara,Howrah,200 for 2 (approx),Desserts,Beverages,
Binge Bae-Fi-Kar,,Prince Anwar Shah Road,South Kolkata,700 for 2 (approx),Continental,Health Food,
Subway,,Chandni Chowk,Central Kolkata,400 for 2 (approx),Beverages,,
Mehak-e-Punjab,,Rajarhat,24 Parganas North,"1,000 for 2 (approx)",Mughlai,North Indian,Chinese
The Wall,,New Town,24 Parganas North,"1,000 for 2 (approx)",Chinese,Asian,Thai
Taste 'N' Bite,,New Alipore,South Kolkata,500 for 2 (approx),Street Food,,
The Gourmet Club,4.3,Naktala,South Kolkata,500 for 2 (approx),Chinese,Seafood,Asian
China Green,,Prince Anwar Shah Road,South Kolkata,300 for 2 (approx),Chinese,,
Fairfield By Marriott,,New Town,24 Parganas North,"1,900 for 2 (approx)",North Indian,Continental,Desserts
Mio Amore,,Liluah,Howrah,300 for 2 (approx),Desserts,Fast Food,
The Sugarr and Spice,,Andul Road,Howrah,300 for 2 (approx),Desserts,Fast Food,
Mio Amore,,Andul Road,Howrah,300 for 2 (approx),Desserts,Fast Food,
Domino's Pizza,,Prince Anwar Shah Road,South Kolkata,500 for 2 (approx),Fast Food,Pizza,
Petuk,,Jadavpur,South Kolkata,500 for 2 (approx),Chinese,,
House Of Fried Chicken,,Kankurgachhi,East Kolkata,350 for 2 (approx),Burger,Fast Food,Beverages
Cream Bell,,Belgharia,24 Parganas North,300 for 2 (approx),Desserts,,
6 Ballygunge Place Takeaway,,Jadavpur,South Kolkata,800 for 2 (approx),Bengali,,
Mio Amore,,Ajoy Nagar,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
6 Ballygunge Place Take Away,,Ajoy Nagar,South Kolkata,200 for 2 (approx),Biryani,,
Café Ekante Houseboat Restaurant,,Rajarhat,24 Parganas North,"1,300 for 2 (approx)",Continental,Seafood,
Bangaliaana,,Baguiati,24 Parganas North,500 for 2 (approx),Bengali,,
V Dot,,Rajarhat,24 Parganas North,500 for 2 (approx),North Indian,Chinese,Fast Food
Sharma Sweets,,New Alipore,South Kolkata,200 for 2 (approx),,,
Cantonese Restaurant,,Jadavpur,South Kolkata,"1,200 for 2 (approx)",Continental,Chinese,Thai
Haldiram's,,New Alipore,South Kolkata,400 for 2 (approx),Chinese,,
Cantonese Restaurant,,Jadavpur,South Kolkata,"1,200 for 2 (approx)",Cantonese,Chinese,Thai
Kasturi Restaurant,,Jadavpur,South Kolkata,"1,100 for 2 (approx)",Bengali,Seafood,Biryani
Tilottoma,,Kalikapur,South Kolkata,500 for 2 (approx),Bengali,Seafood,
Zaika,,Jadavpur,South Kolkata,500 for 2 (approx),Chinese,North Indian,
MoheBelly,,Belgharia,24 Parganas North,500 for 2 (approx),Chinese,North Indian,Italian
Mog Mog,,Jadavpur,South Kolkata,300 for 2 (approx),Fast Food,,
Moments,,Kalikapur,South Kolkata,700 for 2 (approx),North Indian,Chinese,
Jadu Kadai,3.6,Behala,South Kolkata,600 for 2 (approx),North Indian,Mughlai,Chinese
Mio Amore,,Jadavpur,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
"O Alibaba Uttarpara, Kolkata",,Uttarpara,Howrah,400 for 2 (approx),North Indian,Chinese,Mughlai
Bawarchi Restaurant,,B B D Bagh,Central Kolkata,800 for 2 (approx),North Indian,Chinese,Fast Food
Relish Express,,Kasba,South Kolkata,250 for 2 (approx),Bengali,,
Swissyum Concept Foods,,Jadavpur,South Kolkata,500 for 2 (approx),Desserts,Fast Food,
Marvel's Kitchen,,Belgharia,24 Parganas North,200 for 2 (approx),Chinese,North Indian,
The Silk Route,,Golf Green,South Kolkata,850 for 2 (approx),Chinese,Thai,
Steam Snacks Bar,,New Town,24 Parganas North,500 for 2 (approx),South Indian,Chinese,
Steam Snacks Bar,,New Town,24 Parganas North,400 for 2 (approx),South Indian,Chinese,Fast Food
Chowman,,Tollygunge,South Kolkata,"1,000 for 2 (approx)",Chinese,Asian,Thai
Haka,,Behala,South Kolkata,900 for 2 (approx),Chinese,,
Palki,,Garia,South Kolkata,800 for 2 (approx),Mughlai,North Indian,Seafood
Hot Spot,,Kalikapur,South Kolkata,500 for 2 (approx),North Indian,Chinese,Seafood
Mio Amore,,Belgharia,24 Parganas North,300 for 2 (approx),Desserts,Fast Food,
Bangalir Tero Parbon,,Santoshpur,South Kolkata,600 for 2 (approx),Bengali,Chinese,North Indian
Delicious Too,,Jessore Road,24 Parganas North,500 for 2 (approx),Chinese,Mughlai,
Salt Pepper,,Belgharia,24 Parganas North,800 for 2 (approx),Chinese,Italian,Continental
Salt Pepper,,Belgharia,24 Parganas North,750 for 2 (approx),Chinese,Italian,Continental
Mehmaan Restaurant,,New Town,24 Parganas North,800 for 2 (approx),North Indian,Chinese,Mughlai
Banzara,,Jadavpur,South Kolkata,800 for 2 (approx),North Indian,Chinese,Mughlai
Go Chinese,,Jadavpur,South Kolkata,200 for 2 (approx),Chinese,,
Plaite,,New Alipore,South Kolkata,500 for 2 (approx),Bengali,Chinese,
The Tasty Cook,,Dumdum,24 Parganas North,500 for 2 (approx),Bengali,Chinese,North Indian
The Copper Kitchen,,Tollygunge,South Kolkata,900 for 2 (approx),North Indian,Chinese,
Momo Tomo,,Baguiati,24 Parganas North,500 for 2 (approx),Fast Food,,
Curry Patta,,Behala,South Kolkata,600 for 2 (approx),South Indian,,
Mamamomo,,New Alipore,South Kolkata,350 for 2 (approx),Chinese,,
Mamamomo,,New Alipore,South Kolkata,350 for 2 (approx),Chinese,,
Mio Amore,,Jadavpur,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Mio Amore,,Dumdum,24 Parganas North,300 for 2 (approx),Desserts,Fast Food,
Mio Amore,,Jadavpur,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Cafe Coffee Day,,"Rosedale Plaza,",New Town,900 for 2 (approx),Beverages,Fast Food,
CAFE GOLPO GUJOB,,Jadavpur,South Kolkata,300 for 2 (approx),Fast Food,Beverages,
Kurkum,,New Town,24 Parganas North,600 for 2 (approx),Continental,Fast Food,
The Rice Guys,,Jadavpur,South Kolkata,500 for 2 (approx),North Indian,,
Mio Amore,,Jadavpur,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
The Tibetan Flavours,,Chandni Chowk,Central Kolkata,320 for 2 (approx),Tibetan,Chinese,
Annapurna Hotel,,Tollygunge,South Kolkata,550 for 2 (approx),North Indian,Chinese,Biryani
Fry De Cafe,,Belgharia,24 Parganas North,500 for 2 (approx),Pizza,Fast Food,Beverages
Fatty Mamma Chinese Restaurant,,Tollygunge,South Kolkata,"1,500 for 2 (approx)",Chinese,Thai,Cantonese
The Irish House,,Dumdum,24 Parganas North,"2,000 for 2 (approx)",Fast Food,,
Mama Mia!,,Baghajatin,South Kolkata,200 for 2 (approx),Desserts,Beverages,
Jai Jawan Stall,,Taratala,West Kolkata,500 for 2 (approx),North Indian,Mughlai,Chinese
Bangali Tero Parbon,,Santoshpur,South Kolkata,500 for 2 (approx),Bengali,Chinese,
Jai Jawan Stall,,Taratala,West Kolkata,550 for 2 (approx),North Indian,Mughlai,Chinese
Haldiram's,,Kaikhali,24 Parganas North,400 for 2 (approx),Chinese,,
Cafe Calcutta Classic,,Ballygunge,South Kolkata,400 for 2 (approx),Fast Food,,
New Arsalan Biryani,,Topsia,East Kolkata,250 for 2 (approx),Biryani,,
New Arsalan Biryani,,Baranagar,24 Parganas North,400 for 2 (approx),Biryani,,
Meonis,,Dumdum,24 Parganas North,700 for 2 (approx),Bengali,Chinese,North Indian
Cafe I Can Flyy,,Hazra,South Kolkata,950 for 2 (approx),Italian,Fast Food,Beverages
Parathawalla,,New Alipore,South Kolkata,400 for 2 (approx),North Indian,,
Fish N Fry,,Alipore,South Kolkata,200 for 2 (approx),Fast Food,,
Mio Amore,,Dumdum,24 Parganas North,300 for 2 (approx),Desserts,Fast Food,
Kathleen,,Jadavpur,South Kolkata,400 for 2 (approx),Desserts,Fast Food,
Kakka Buvva Multicusine Restaurant,,Belgharia,24 Parganas North,700 for 2 (approx),Chinese,North Indian,
Galaxy Restaurant,,New Town,24 Parganas North,400 for 2 (approx),Chinese,,
WOW! China,,Jadavpur,South Kolkata,"1,300 for 2 (approx)",Chinese,Seafood,Asian
Bombay Toastee,,E M Bypass,South Kolkata,300 for 2 (approx),Fast Food,,
Petuk Maharaj,,Kalikapur,South Kolkata,200 for 2 (approx),Chinese,Seafood,
Saffron Inn,,Howrah,Howrah,300 for 2 (approx),North Indian,Fast Food,
Tea Junction,,Ajoy Nagar,South Kolkata,300 for 2 (approx),Street Food,Tea,
Biscotti,,Ajoy Nagar,South Kolkata,200 for 2 (approx),Desserts,Fast Food,
Tres,,Ajoy Nagar,South Kolkata,550 for 2 (approx),Pizza,Fast Food,Burger
New Arsalan Biryani,,Santoshpur,South Kolkata,200 for 2 (approx),North Indian,Biryani,
6 Ballygunge Place,,New Alipore,South Kolkata,300 for 2 (approx),Bengali,Biryani,
La Hanglas,,New Town,24 Parganas North,700 for 2 (approx),Chinese,Mughlai,
Hotel 34 Inn,,Jessore Road,24 Parganas North,600 for 2 (approx),Chinese,North Indian,
Kamdhenu's Sweets,,Santoshpur,South Kolkata,150 for 2 (approx),Desserts,,
Kamdhenu's Sweets,,Santoshpur,South Kolkata,150 for 2 (approx),Desserts,,
Tawa Tamancha,,Jadavpur,South Kolkata,400 for 2 (approx),North Indian,,
Tawa Tamancha,,Jadavpur,South Kolkata,400 for 2 (approx),North Indian,,
Bangaliana,,Belgharia,24 Parganas North,450 for 2 (approx),Chinese,North Indian,Mughlai
Cafe Ekante,,New Town,24 Parganas North,950 for 2 (approx),Bengali,,
Oye Dosa,,Belgharia,24 Parganas North,200 for 2 (approx),South Indian,,
Panda Junction,,Ajoy Nagar,South Kolkata,500 for 2 (approx),Chinese,Fast Food,
Healthy Corners,,Alipore,South Kolkata,500 for 2 (approx),North Indian,,
Crispy Dosa,,Ajoy Nagar,South Kolkata,300 for 2 (approx),South Indian,,
Panda Momo,,Ajoy Nagar,South Kolkata,600 for 2 (approx),Chinese,Fast Food,Pizza
Bhooter Raja Dilo Bor - Jadavpur,,Jadavpur,South Kolkata,800 for 2 (approx),North Indian,,
Yule Tea Lounge,,New Town,24 Parganas North,500 for 2 (approx),Fast Food,Tea,
Cafe Ekante,,New Town,24 Parganas North,"1,000 for 2 (approx)",Bengali,,
Cafe Ekante,,New Town,24 Parganas North,"1,000 for 2 (approx)",Bengali,,
Golden Gate Multi Cuisine Restaurant,,Jadavpur,South Kolkata,"1,000 for 2 (approx)",North Indian,Biryani,
Karim's - Original From Jama Masjid Delhi 6,,New Town,24 Parganas North,"1,000 for 2 (approx)",North Indian,,
The French Loaf,,Jadavpur,South Kolkata,350 for 2 (approx),Street Food,Beverages,Fast Food
Mitra Cafe,,New Town,24 Parganas North,500 for 2 (approx),Seafood,Bengali,North Indian
Babul,,E.M Bypass,East Kolkata,600 for 2 (approx),Continental,Italian,
Tolly Cafe,,Tollygunge,South Kolkata,500 for 2 (approx),North Indian,Chinese,Bengali
Tolly Cafe,,Tollygunge,South Kolkata,500 for 2 (approx),Bengali,Chinese,North Indian
Mio Amore,,Santoshpur,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Gupta Brothers,,Behala,South Kolkata,400 for 2 (approx),Chinese,South Indian,
Chai Break,,Rajarhat,24 Parganas North,"1,200 for 2 (approx)",Italian,Fast Food,Beverages
Rollick,,Santoshpur,South Kolkata,300 for 2 (approx),Desserts,,
Bangla Misti Hub,,New Town,24 Parganas North,600 for 2 (approx),South Indian,Fast Food,
Bangla Misti Hub,,New Town,24 Parganas North,500 for 2 (approx),Desserts,,
High On Health,,Jadavpur,South Kolkata,600 for 2 (approx),Beverages,Fast Food,Continental
New Shimla Biryani,,Santoshpur,South Kolkata,300 for 2 (approx),Biryani,,
Quince Restaurant Cum Bar Club & Lounge,,Behala,South Kolkata,"1,300 for 2 (approx)",North Indian,Chinese,Biryani
Tiny Dhaba,,Jadavpur,South Kolkata,300 for 2 (approx),North Indian,Bengali,
New Om Sakti,,Santoshpur,South Kolkata,250 for 2 (approx),South Indian,,
New Om Sakti,,Santoshpur,South Kolkata,500 for 2 (approx),South Indian,,
New Om Sakti,,Santoshpur,South Kolkata,200 for 2 (approx),South Indian,,
Ten,,New Town,24 Parganas North,300 for 2 (approx),North Indian,Chinese,Fast Food
Khana Shana,,Golf Green,South Kolkata,400 for 2 (approx),North Indian,Bengali,
Magic Masala,,Dumdum,24 Parganas North,250 for 2 (approx),North Indian,Chinese,Biryani
U Kitchen And Restaurant,,Santoshpur,South Kolkata,800 for 2 (approx),Italian,North Indian,
Aminia,,Ajoy Nagar,South Kolkata,700 for 2 (approx),Awadhi,North Indian,
Sher-E-Punjab,4,Madhyamgram,24 Parganas North,500 for 2 (approx),North Indian,Chinese,
Blue And Sky Rooftop Restaurant,,New Town,24 Parganas North,700 for 2 (approx),North Indian,Chinese,Continental
The Gourmet Club,,Jadavpur,South Kolkata,500 for 2 (approx),Chinese,North Indian,
The Tavern Cafe,,Prince Anwar Shah Road,South Kolkata,750 for 2 (approx),Italian,Chinese,Desserts
Shree Radhey Food Center,,Barasat,24 Parganas North,300 for 2 (approx),South Indian,,
Blue And Sky Rooftop Restaurant,,New Town,24 Parganas North,700 for 2 (approx),Chinese,Continental,North Indian
Momo Giri,,Golf Green,South Kolkata,200 for 2 (approx),Street Food,,
The Nero,,Paddapukur,South Kolkata,"1,100 for 2 (approx)",North Indian,Desserts,
99 The Multicuisine Restaurant,,New Town,24 Parganas North,800 for 2 (approx),North Indian,Chinese,Seafood
Rima's,,Uttarpara,Howrah,450 for 2 (approx),Chinese,North Indian,
Domino's Pizza,4,Chittaranjan Avenue,Central Kolkata,500 for 2 (approx),Pizza,Fast Food,
Calcutta Bistro,,Jadavpur,South Kolkata,"1,200 for 2 (approx)",North Indian,Chinese,Mughlai
Raajbarir Khawa,,Santoshpur,South Kolkata,750 for 2 (approx),North Indian,Desserts,Mughlai
Mio Amore,,Tollygunge,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Apanjan,,Naktala,South Kolkata,400 for 2 (approx),Chinese,North Indian,
Sood's,,Jadavpur,South Kolkata,500 for 2 (approx),Fast Food,Chinese,Tea
Masala Klub,,Liluah,Howrah,"1,300 for 2 (approx)",Chinese,North Indian,
Travelistan,,Golf Green,South Kolkata,700 for 2 (approx),Continental,Italian,
Sood's,,Jadavpur,South Kolkata,450 for 2 (approx),Fast Food,Chinese,Beverages
18 Carrot,,Tollygunge,South Kolkata,500 for 2 (approx),North Indian,Chinese,
Golden Heven,,Jessore Road,24 Parganas North,600 for 2 (approx),North Indian,Chinese,
Shivam Restuarant-Cum-Bar,,Howrah,Howrah,800 for 2 (approx),Chinese,North Indian,
The Sugarr and Spice,,Howrah,Howrah,300 for 2 (approx),Desserts,Fast Food,
German Cafe & Bistro,,New Town,24 Parganas North,"1,000 for 2 (approx)",Italian,Continental,European
ITALIA: The Italian Speciality Restaurant,,"Zone by The Park,",New Town,"1,200 for 2 (approx)",Italian,,
A-One Hazi Biryani,,Tollygunge,South Kolkata,400 for 2 (approx),Biryani,,
Mio Amore,,Tollygunge,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
New Punjabi Hotel,,Behala,South Kolkata,600 for 2 (approx),North Indian,Biryani,Mughlai
Jimmy's Castle,,Jadavpur,South Kolkata,300 for 2 (approx),Chinese,North Indian,
The Sugarr and Spice,,Tollygunge,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Rang De Basanti Dhaba,4,Behala,South Kolkata,700 for 2 (approx),North Indian,,
Bazaar- Zone By The Park,,New Town,24 Parganas North,"1,100 for 2 (approx)",Fast Food,Chinese,North Indian
Seasonal Tastes,,Esplanade,Central Kolkata,600 for 2 (approx),Beverages,Seafood,
The Sugarr and Spice,,Tollygunge,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Coffee and Tonic,,New Town,24 Parganas North,500 for 2 (approx),Fast Food,Street Food,
Seven Maddox Square,,"Kabita Guest House,",Ajoy Nagar,600 for 2 (approx),North Indian,Chinese,Mughlai
Bagicha,,Rajarhat,24 Parganas North,300 for 2 (approx),Fast Food,,
Cassoulet Restaurant,,Rajarhat,24 Parganas North,400 for 2 (approx),Chinese,North Indian,Mughlai
Ethnotel,,Dumdum,24 Parganas North,"1,200 for 2 (approx)",South Indian,North Eastern,Bengali
The Dhaba,,Jadavpur,South Kolkata,600 for 2 (approx),Chinese,North Indian,Mughlai
WOW! Momo,,Tollygunge,South Kolkata,400 for 2 (approx),Fast Food,Chinese,Tibetan
Friends Cafeteria,,Golf Green,South Kolkata,650 for 2 (approx),Tea,Pizza,Continental
Aminia Restaurant,,Behala,South Kolkata,900 for 2 (approx),North Indian,Biryani,
Tea Junction,,Tollygunge,South Kolkata,300 for 2 (approx),Street Food,Tea,
Five Fingers,,Alipore,South Kolkata,100 for 2 (approx),Chinese,Fast Food,North Indian
Friends Cafeteria,,Golf Green,South Kolkata,700 for 2 (approx),Continental,Beverages,
Emoji,,Rajarhat,24 Parganas North,500 for 2 (approx),Chinese,North Indian,
Cafe Elio,,Jadavpur,South Kolkata,460 for 2 (approx),Chinese,Fast Food,
Chat Chaupati,,Uttarpara,Howrah,400 for 2 (approx),Street Food,Fast Food,
Chat Chaupati,,Uttarpara,Howrah,400 for 2 (approx),Street Food,,
Sonar Sansar - Hotel Indropuri,,Ajoy Nagar,South Kolkata,700 for 2 (approx),North Indian,Chinese,
Shiraz Restaurant,,Santoshpur,South Kolkata,800 for 2 (approx),North Indian,Chinese,Beverages
Goila Butter Chicken,,Baguiati,24 Parganas North,300 for 2 (approx),North Indian,Biryani,
The Junction,,Alipore,South Kolkata,"7,000 for 2 (approx)",Awadhi,,
Café Coffee Day,,B B D Bagh,Central Kolkata,500 for 2 (approx),Fast Food,Beverages,Desserts
Saffron Restaurant,,Belgharia,24 Parganas North,410 for 2 (approx),Chinese,North Indian,Mughlai
Have More,,Metiabruz,West Kolkata,700 for 2 (approx),,,
The Sugarr and Spice,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
The Royal Bengal Tiger Cafe,,Golf Green,South Kolkata,900 for 2 (approx),Fast Food,Desserts,
The Sugarr and Spice,,Ajoy Nagar,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Mio Amore,,Ajoy Nagar,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Throttle Shrottle Moto Cafe,,New Town,24 Parganas North,500 for 2 (approx),Fast Food,,
Sonar Sansar,,Ajoy Nagar,South Kolkata,900 for 2 (approx),North Indian,Chinese,
Throttle Shrottle,,Srerampore,West Kolkata,500 for 2 (approx),Fast Food,Beverages,
Throttle Shrottle,,New Town,24 Parganas North,500 for 2 (approx),Fast Food,Beverages,
Belgian Waffle Junction,,Behala,South Kolkata,500 for 2 (approx),Desserts,,
Only Alibaba,,Santoshpur,South Kolkata,500 for 2 (approx),Mughlai,North Indian,Biryani
Bijoli Grill,,Golf Green,South Kolkata,600 for 2 (approx),Bengali,Chinese,North Indian
Dumpling Momo,,Golf Green,South Kolkata,300 for 2 (approx),Fast Food,Tibetan,
Chai Addaa,,Golf Green,South Kolkata,500 for 2 (approx),Fast Food,Tea,
Hotel Hazarduari Restaurant,,Dumdum,24 Parganas North,900 for 2 (approx),North Indian,Chinese,Seafood
Hotel Hazarduari Restaurant,,Dumdum,24 Parganas North,800 for 2 (approx),North Indian,Chinese,Mughlai
Domino's Pizza,,Ajoy Nagar,South Kolkata,500 for 2 (approx),Pizza,Fast Food,
Dawat Restaurant,,New Town,24 Parganas North,900 for 2 (approx),North Indian,Chinese,Mughlai
Dawat Restaurant,,New Town,24 Parganas North,900 for 2 (approx),North Indian,Chinese,Mughlai
Red Dragon,,Golf Green,South Kolkata,300 for 2 (approx),Chinese,,
Jana Enterprise,,Ajoy Nagar,South Kolkata,500 for 2 (approx),Bengali,,
Chai Addaa,,Chinsurah,North Kolkata,500 for 2 (approx),Fast Food,,
Bharat Dhaba,,Taratala,West Kolkata,300 for 2 (approx),North Indian,,
Local Cafe Cum Kitchen,,Dumdum,24 Parganas North,700 for 2 (approx),Chinese,North Indian,
Cafe Montage,,Ajoy Nagar,South Kolkata,500 for 2 (approx),Fast Food,Beverages,
Blu Orchid,,Ajoy Nagar,South Kolkata,600 for 2 (approx),Chinese,Asian,
Blu Orchid,,Ajoy Nagar,South Kolkata,600 for 2 (approx),Chinese,Asian,
Little China,,Behala,South Kolkata,400 for 2 (approx),Chinese,,
The Greedy Owl,,Golf Green,South Kolkata,700 for 2 (approx),North Indian,Italian,Chinese
Tripti Inn,,Uttarpara,Howrah,500 for 2 (approx),Chinese,Mughlai,North Indian
Silver Screen,,Tollygunge,South Kolkata,"1,500 for 2 (approx)",North Indian,Chinese,Mughlai
Silver Screen,,Tollygunge,South Kolkata,"1,600 for 2 (approx)",North Indian,Chinese,
Silver Screen,,Tollygunge,South Kolkata,"1,400 for 2 (approx)",North Indian,Chinese,Mughlai
Kebab Mein Haddi FoodTruck,,New Town,24 Parganas North,300 for 2 (approx),North Indian,,
Potstickers,,Behala,South Kolkata,500 for 2 (approx),Chinese,Tibetan,
The Sugarr and Spice,,Taratala,West Kolkata,300 for 2 (approx),Desserts,Fast Food,
CFC - Biryani,,Tollygunge,South Kolkata,200 for 2 (approx),Biryani,Chinese,
Daawat,,Ajoy Nagar,South Kolkata,700 for 2 (approx),North Indian,Continental,Biryani
Graham's Kitchen,,Tollygunge,South Kolkata,600 for 2 (approx),Chinese,Seafood,
Pizza Zone,,New Town,24 Parganas North,500 for 2 (approx),Pizza,,
Tasty Hub,,New Town,24 Parganas North,550 for 2 (approx),Italian,Fast Food,Burger
Golden Mighty Cafe,,New Town,24 Parganas North,400 for 2 (approx),Pizza,Fast Food,Beverages
Maa Annapurna Pure Veg,,Tollygunge,South Kolkata,200 for 2 (approx),North Indian,,
The Pizza Box,,New Town,24 Parganas North,650 for 2 (approx),Pizza,Burger,Street Food
Hotel Echo Palace,,Kaikhali,24 Parganas North,700 for 2 (approx),Chinese,Fast Food,North Indian
Pizza Hut Express,,New Town,24 Parganas North,750 for 2 (approx),Fast Food,Pizza,
Garden Cafe Takeaway,,Ajoy Nagar,South Kolkata,450 for 2 (approx),South Indian,Fast Food,Beverages
The Sugarr and Spice,,Taratala,West Kolkata,300 for 2 (approx),Desserts,Fast Food,
The Engineers Food Plaza,,New Town,24 Parganas North,600 for 2 (approx),Pizza,Beverages,Fast Food
Bahar Alishan Biryani,,Uttarpara,Howrah,200 for 2 (approx),Biryani,North Indian,
All In One Resturant,,New Town,24 Parganas North,550 for 2 (approx),Fast Food,Burger,Beverages
The Pizza Castle,,Rajarhat,24 Parganas North,450 for 2 (approx),Pizza,Fast Food,
Live Fried Chicken,,New Town,24 Parganas North,600 for 2 (approx),Burger,Fast Food,
Xero Degrees,,New Town,24 Parganas North,"1,500 for 2 (approx)",Pizza,Burger,Beverages
Momo Park,,Uttarpara,Howrah,500 for 2 (approx),North Indian,Chinese,
Bae Let's Ketchup Munchies,,Shovabazar,North Kolkata,400 for 2 (approx),Fast Food,Burger,Pizza
More Gossip,,"Unnayan Shopping Complex,",Santoshpur,"1,900 for 2 (approx)",Chinese,North Indian,Seafood
Gossip - Your Neighbourhood Restopub,,Ajoy Nagar,South Kolkata,"1,200 for 2 (approx)",North Indian,Chinese,Seafood
Plaite,,Ajoy Nagar,South Kolkata,500 for 2 (approx),Bengali,Chinese,
Gossip,,Ajoy Nagar,South Kolkata,"1,800 for 2 (approx)",North Indian,Chinese,Seafood
Golden Phoenix Chinese,,Tangra,East Kolkata,950 for 2 (approx),Asian,Chinese,Seafood
Yummy Multicuisine Restaurant,,New Town,24 Parganas North,400 for 2 (approx),Chinese,Mughlai,
Moner Khide,,Tollygunge,South Kolkata,300 for 2 (approx),Chinese,,
Domino's Pizza Express,,New Town,24 Parganas North,700 for 2 (approx),Fast Food,Pizza,
Calcutta Bakery Cafe,,Baghajatin,South Kolkata,"1,300 for 2 (approx)",Pizza,Continental,
Khawab,,"Unnayan Shopping Complex,",Santoshpur,500 for 2 (approx),Mughlai,,
Pizza Mysterious Box @ 99,,New Town,24 Parganas North,400 for 2 (approx),Pizza,,
Cafe Sare Chuttar,,Golf Green,South Kolkata,650 for 2 (approx),Pizza,Beverages,Burger
The Burger Story,,New Town,24 Parganas North,400 for 2 (approx),Pizza,,
Shawarma Bros,,New Town,24 Parganas North,400 for 2 (approx),Fast Food,,
Burger in Law,,Behala,South Kolkata,600 for 2 (approx),Burger,Fast Food,
Wok On Flame,,Baranagar,24 Parganas North,300 for 2 (approx),North Indian,Chinese,
Rahul Restaurant,,Tollygunge,South Kolkata,200 for 2 (approx),North Indian,,
Noodles Shoodlez,,New Town,24 Parganas North,500 for 2 (approx),Chinese,,
New Rajarshi,,Behala,South Kolkata,700 for 2 (approx),Chinese,North Indian,Fast Food
Cafeteria Club House,,Rajarhat,24 Parganas North,400 for 2 (approx),Pizza,Burger,Fast Food
Cafeteria Club House,,New Town,24 Parganas North,500 for 2 (approx),Fast Food,Chinese,
Burger Home,,New Town,24 Parganas North,300 for 2 (approx),Burger,Fast Food,
Xin Chao,,New Town,24 Parganas North,450 for 2 (approx),Chinese,Street Food,
Hot n Spice Fast Food,,New Town,24 Parganas North,300 for 2 (approx),Chinese,Italian,Tibetan
Wow Chow,,New Town,24 Parganas North,500 for 2 (approx),Chinese,,
Swadist Aahar,,New Town,24 Parganas North,300 for 2 (approx),North Indian,Chinese,Biryani
Zannat Restaurant,,New Town,24 Parganas North,500 for 2 (approx),Biryani,North Indian,
Bakeflake Deli,,Tollygunge,South Kolkata,700 for 2 (approx),Continental,Mediterranean,Middle Eastern
Bakeflake Deli,,Salt Lake,East Kolkata,500 for 2 (approx),Mediterranean,Mexican,American
Have More,,Kidderpore,West Kolkata,500 for 2 (approx),Chinese,Mughlai,North Indian
Kathleen,,Behala,South Kolkata,400 for 2 (approx),Desserts,Fast Food,
Have More,,Metiabruz,West Kolkata,800 for 2 (approx),Chinese,Biryani,North Indian
Jimmy's Restaurant,,New Town,24 Parganas North,200 for 2 (approx),Desserts,,
Slounge,,"Lemon Tree Premier,",New Town,"3,000 for 2 (approx)",Finger Food,Beverages,
Delicious Kitchen,,Tollygunge,South Kolkata,400 for 2 (approx),Chinese,North Indian,
Dragon's Kitchen,,Tollygunge,South Kolkata,500 for 2 (approx),Chinese,Seafood,
Glacé Patisserie,,Tollygunge,South Kolkata,500 for 2 (approx),Desserts,Fast Food,
Xpress Kitchen,,Ajoy Nagar,South Kolkata,800 for 2 (approx),North Indian,Mughlai,Chinese
Pizza Hut,,Howrah,Howrah,800 for 2 (approx),Pizza,Fast Food,
